History
Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Gain
18.10.2023 19:37:59,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-11.20,00:00:00:00,-
17.10.2023 19:31:01,18.10.2023 18:34:53,AUDCAD,Sell,0.10,0.00000,0.86622,0.86928,0.86761,16.7,11.79,00:23:03:52,1.18%
17.10.2023 06:13:45,18.10.2023 18:34:52,AUDCAD,Sell,0.05,0.00000,0.86505,0.86578,0.86762,-18.4,-6.92,01:12:21:07,-0.69%
12.10.2023 16:25:16,17.10.2023 06:35:56,AUDCAD,Buy,0.02,0.00000,0.86750,0.86768,0.86656,-11.2,-1.87,04:14:10:40,-0.19%
12.10.2023 20:34:14,17.10.2023 06:35:56,AUDCAD,Buy,0.04,0.00000,0.86750,0.86417,0.86657,24.0,6.59,04:10:01:42,0.66%
10.10.2023 17:46:20,11.10.2023 20:35:34,AUDCAD,Sell,0.02,0.00000,0.86949,0.87155,0.87040,11.5,1.61,01:02:49:14,0.16%
06.10.2023 08:54:57,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-1.95,00:00:00:00,-
04.10.2023 16:53:43,05.10.2023 15:42:13,AUDCAD,Sell,0.05,0.00000,0.86925,0.86957,0.87097,-14.0,-5.44,00:22:48:30,-0.54%
05.10.2023 04:56:53,05.10.2023 15:42:13,AUDCAD,Sell,0.05,0.00000,0.86925,0.87307,0.87100,20.7,7.39,00:10:45:20,0.74%
04.10.2023 15:22:29,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-60.42,00:00:00:00,-
03.10.2023 08:43:09,04.10.2023 14:00:51,AUDCAD,Buy,0.05,0.00000,0.86800,0.86592,0.86670,7.8,2.57,01:05:17:42,0.24%
28.09.2023 17:31:36,03.10.2023 07:17:36,AUDCAD,Sell,0.10,0.00000,0.86562,0.86437,0.86652,-21.5,-16.40,04:13:46:00,-1.53%
29.09.2023 04:48:46,03.10.2023 07:17:35,AUDCAD,Sell,0.20,0.00000,0.86562,0.86937,0.86664,27.3,38.75,04:02:28:49,3.74%
02.10.2023 03:22:58,02.10.2023 04:01:11,AUDCAD,Sell,0.40,0.00000,0.86946,0.87437,0.87313,12.4,35.50,00:00:38:13,3.55%
27.09.2023 10:13:40,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-7.45,00:00:00:00,-
26.09.2023 10:30:00,26.09.2023 10:53:11,AUDCAD,Buy,0.10,0.00000,0.00000,0.86322,0.86426,10.4,7.45,00:00:23:11,0.75%
22.09.2023 14:28:45,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-11.67,00:00:00:00,-
18.09.2023 16:30:00,20.09.2023 09:14:51,AUDCAD,Buy,0.10,0.00000,0.00000,0.86808,0.86873,6.5,3.97,01:16:44:51,0.39%
20.09.2023 03:15:00,20.09.2023 04:30:38,AUDCAD,Sell,0.10,0.00000,0.00000,0.86869,0.86762,10.7,7.70,00:01:15:38,0.77%
15.09.2023 16:40:52,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-27.97,00:00:00:00,-
15.09.2023 06:45:13,15.09.2023 11:33:26,AUDCAD,Sell,0.10,0.00000,0.87111,0.87265,0.87165,10.0,7.14,00:04:48:13,0.70%
13.09.2023 06:00:00,13.09.2023 10:55:56,AUDCAD,Buy,0.10,0.00000,0.00000,0.86882,0.86967,8.5,6.01,00:04:55:56,0.59%
12.09.2023 17:30:00,12.09.2023 19:18:15,AUDCAD,Buy,0.10,0.00000,0.00000,0.86984,0.87089,10.5,7.49,00:01:48:15,0.74%
11.09.2023 07:00:00,11.09.2023 20:13:58,AUDCAD,Sell,0.10,0.00000,0.00000,0.87404,0.87301,10.3,7.33,00:13:13:58,0.73%
08.09.2023 17:24:00,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-14.65,00:00:00:00,-
08.09.2023 09:30:00,08.09.2023 10:25:27,AUDCAD,Sell,0.10,0.00000,0.00000,0.87484,0.87383,10.1,7.13,00:00:55:27,0.71%
05.09.2023 14:45:00,05.09.2023 15:43:29,AUDCAD,Buy,0.10,0.00000,0.00000,0.86879,0.86985,10.6,7.52,00:00:58:29,0.75%
01.09.2023 16:45:58,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-28.69,00:00:00:00,-
31.08.2023 05:00:01,31.08.2023 07:23:48,AUDCAD,Sell,0.10,0.00000,0.00000,0.87866,0.87761,10.5,7.49,00:02:23:47,0.73%
31.08.2023 00:30:59,31.08.2023 03:23:08,AUDCAD,Buy,0.10,0.00000,0.00000,0.87636,0.87741,10.5,7.50,00:02:52:09,0.74%
30.08.2023 16:30:00,30.08.2023 17:44:13,AUDCAD,Sell,0.10,0.00000,0.00000,0.88051,0.87952,9.9,7.05,00:01:14:13,0.70%
28.08.2023 11:45:00,28.08.2023 15:03:32,AUDCAD,Buy,0.10,0.00000,0.00000,0.87170,0.87264,9.4,6.65,00:03:18:32,0.67%
27.08.2023 19:46:22,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-13.22,00:00:00:00,-
23.08.2023 17:45:00,23.08.2023 19:34:28,AUDCAD,Sell,0.10,0.00000,0.00000,0.87622,0.87538,8.4,5.95,00:01:49:28,0.59%
23.08.2023 04:45:00,23.08.2023 06:51:33,AUDCAD,Sell,0.10,0.00000,0.00000,0.87272,0.87170,10.2,7.27,00:02:06:33,0.73%
19.08.2023 15:51:58,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-27.85,00:00:00:00,-
17.08.2023 06:15:01,17.08.2023 09:10:47,AUDCAD,Buy,0.05,0.00000,0.00000,0.86382,0.86503,12.1,4.34,00:02:55:46,0.42%
16.08.2023 16:15:00,16.08.2023 16:37:29,AUDCAD,Buy,0.05,0.00000,0.00000,0.86970,0.87190,22.0,8.03,00:00:22:29,0.79%
16.08.2023 10:00:00,16.08.2023 13:43:24,AUDCAD,Sell,0.05,0.00000,0.00000,0.87250,0.87144,10.6,3.80,00:03:43:24,0.38%
11.08.2023 18:32:34,16.08.2023 09:25:21,NZDCAD,Buy,0.06,0.00000,0.00000,0.80457,0.80709,25.2,10.67,04:14:52:47,1.07%
11.08.2023 03:45:03,16.08.2023 09:25:20,NZDCAD,Buy,0.03,0.00000,0.00000,0.80802,0.80714,-8.8,-2.23,05:05:40:17,-0.22%
14.08.2023 11:30:00,14.08.2023 15:02:30,NZDCAD,Sell,0.03,0.00000,0.00000,0.80475,0.80379,9.6,2.08,00:03:32:30,0.21%
08.08.2023 04:45:00,08.08.2023 15:30:36,AUDCAD,Buy,0.02,0.00000,0.00000,0.87697,0.87779,8.2,1.16,00:10:45:36,0.12%
05.08.2023 12:36:07,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-6.12,00:00:00:00,-
04.08.2023 05:30:00,04.08.2023 12:36:12,NZDCAD,Sell,0.02,0.00000,0.00000,0.81339,0.81235,10.4,1.51,00:07:06:12,0.15%
04.08.2023 05:15:00,04.08.2023 05:40:05,AUDCAD,Sell,0.02,0.00000,0.00000,0.87755,0.87648,10.7,1.55,00:00:25:05,0.15%
02.08.2023 18:00:00,02.08.2023 20:24:08,AUDCAD,Buy,0.02,0.00000,0.00000,0.87273,0.87378,10.5,1.52,00:02:24:08,0.15%
31.07.2023 09:18:28,31.07.2023 09:51:22,NZDCAD,Sell,0.02,0.00000,0.00000,0.82087,0.81982,10.5,1.54,00:00:32:54,0.15%
31.07.2023 07:51:36,,,Withdrawal,0,0.00000,0.00000,0.00000,0.00000,0.0,-26.32,00:00:00:00,-
28.07.2023 10:05:24,28.07.2023 13:51:32,AUDCAD,Buy,0.08,0.00000,0.00000,0.87788,0.88076,28.8,17.21,00:03:46:08,1.71%
28.07.2023 06:48:01,28.07.2023 13:51:31,AUDCAD,Buy,0.04,0.00000,0.00000,0.88142,0.88076,-6.6,-2.10,00:07:03:30,-0.21%
28.07.2023 05:30:00,28.07.2023 13:51:30,AUDCAD,Buy,0.02,0.00000,0.00000,0.88527,0.88076,-45.1,-6.87,00:08:21:30,-0.67%
21.07.2023 11:00:01,24.07.2023 14:16:39,AUDCAD,Buy,0.10,0.79015,0.89124,0.89015,0.89063,4.8,3.07,03:03:16:38,0.30%
19.07.2023 09:45:00,19.07.2023 09:55:39,AUDCAD,Buy,0.10,0.79254,0.89359,0.89254,0.89359,10.5,7.70,00:00:10:39,0.76%
17.07.2023 15:45:01,17.07.2023 20:43:14,AUDCAD,Buy,0.10,0.79898,0.90003,0.89898,0.89998,10.0,7.31,00:04:58:13,0.73%
